title,skills,level,rating,platform,combined_features
ASP.NET Core 2.0 Vue.JS Starter Guide,Learn how to use Vue.JS with ASP.NET Core,Beginner,3.0,Udemy,ASP.NET Core 2.0 Vue.JS Starter Guide Learn how to use Vue.JS with ASP.NET Core Beginner
The 7-Step Surefire System for Goal Setting and Achievement,"Proven Goal Setting System for Life, Career and Short Term Goals - Stop Procrastinating and Achieve Your Goals Faster",Beginner,4.6,Udemy,"The 7-Step Surefire System for Goal Setting and Achievement Proven Goal Setting System for Life, Career and Short Term Goals - Stop Procrastinating and Achieve Your Goals Faster Beginner"
Learn Creating Premium Wordpress Website with Elementor,Learn creating Awesome Premium Wordpress Website using Free Elementor with cool premuim features,Intermediate,4.4,Udemy,Learn Creating Premium Wordpress Website with Elementor Learn creating Awesome Premium Wordpress Website using Free Elementor with cool premuim features All Levels
SAP CO - Product Costing S4HANA,End-to-End concepts and configurations of SAP S4HANA CO - Product Costing,Intermediate,4.5,Udemy,SAP CO - Product Costing S4HANA End-to-End concepts and configurations of SAP S4HANA CO - Product Costing Intermediate
The Customer: How to Manage Customer Feedback (BITE SIZE),Create an environment that welcomes customer feedback. Educate your team on how to handle feedback and use it to improve,Intermediate,4.5,Udemy,The Customer: How to Manage Customer Feedback (BITE SIZE) Create an environment that welcomes customer feedback. Educate your team on how to handle feedback and use it to improve All Levels
The Microsoft Excel Data Analysis Toolkit Bundle,Conquer data analysis in Excel with five comprehensive Excel courses in one,Intermediate,4.7,Udemy,The Microsoft Excel Data Analysis Toolkit Bundle Conquer data analysis in Excel with five comprehensive Excel courses in one Intermediate
"Dynamic Programming Java, Coding Interviews and Applications",Become a better developer by learning how to build efficient Dynamic Programming algorithms,Intermediate,4.6,Udemy,"Dynamic Programming Java, Coding Interviews and Applications Become a better developer by learning how to build efficient Dynamic Programming algorithms Intermediate"
PHP & MySQL - Certification Course for Beginners,Learn to Build Database Driven Web Applications using PHP & MySQL,Beginner,4.3,Udemy,PHP & MySQL - Certification Course for Beginners Learn to Build Database Driven Web Applications using PHP & MySQL Beginner
Business Analytics with Big Data : A Complete Guide,Career of the future,Intermediate,4.3,Udemy,Business Analytics with Big Data : A Complete Guide Career of the future All Levels
Earn Passive Income by Working from Home with Google Adsense,Work from home on your computer anytime or anyplace and earn Passive Income through Google Adsense!,Intermediate,3.9,Udemy,Earn Passive Income by Working from Home with Google Adsense Work from home on your computer anytime or anyplace and earn Passive Income through Google Adsense! All Levels
Project Finance Modeling: Solar Plant Model,Learn to Build Project Finance Model from Scratch,Intermediate,4.0,Udemy,Project Finance Modeling: Solar Plant Model Learn to Build Project Finance Model from Scratch All Levels
Scrum and SAFe 101: An Introduction for Absolute Beginners,A guided exploration of the language of Agile and it's two most popular iterations: Scrum and SAFe,Beginner,4.5,Udemy,Scrum and SAFe 101: An Introduction for Absolute Beginners A guided exploration of the language of Agile and it's two most popular iterations: Scrum and SAFe Beginner
Retirement Planning Bootcamp Course,Start Planning for Your Dream Retirement TODAY!,Intermediate,4.4,Udemy,Retirement Planning Bootcamp Course Start Planning for Your Dream Retirement TODAY! All Levels
How to Invest in the Stock Market,Investing in the Stock Market using the Internet. Excellent for Beginners! Invest in India & the U.S. Options Trading,Intermediate,4.4,Udemy,How to Invest in the Stock Market Investing in the Stock Market using the Internet. Excellent for Beginners! Invest in India & the U.S. Options Trading All Levels
Learning GraphQL with Prisma and NodeJs,"Build and Secure GraphQL APIs with NodeJs, Prisma, and MySQL",Intermediate,3.3,Udemy,"Learning GraphQL with Prisma and NodeJs Build and Secure GraphQL APIs with NodeJs, Prisma, and MySQL Intermediate"
The Complete Day Trading Course (Updated 2023),"Day Trading & Technical Analysis System For Intraday Trading Stocks, Forex, Crypto, Options Trading & Financial Trading",Intermediate,4.1,Udemy,"The Complete Day Trading Course (Updated 2023) Day Trading & Technical Analysis System For Intraday Trading Stocks, Forex, Crypto, Options Trading & Financial Trading All Levels"
Conflict Resolution in Investor Relations,"You'll learn diagnosis and resolution techniques for tense, sensitive conflicts with your investors or shareholders",Intermediate,4.5,Udemy,"Conflict Resolution in Investor Relations You'll learn diagnosis and resolution techniques for tense, sensitive conflicts with your investors or shareholders All Levels"
Complete UiPath RPA Developer Course: Build 7 Robots,Master Robotic Process Automation (RPA) and UiPath - go from beginner to advanced.,Intermediate,4.7,Udemy,Complete UiPath RPA Developer Course: Build 7 Robots Master Robotic Process Automation (RPA) and UiPath - go from beginner to advanced. All Levels
Producing Music with Reason,Everything you need to know to get started producing great music with Propellerhead Reason.,Beginner,4.4,Udemy,Producing Music with Reason Everything you need to know to get started producing great music with Propellerhead Reason. Beginner
Cracking the TEDx Code: Lessons from a Professional Speaker,Unlocking the Secrets of TEDx: Lessons from a Professional Coach & Speaker,Beginner,4.3,Udemy,Cracking the TEDx Code: Lessons from a Professional Speaker Unlocking the Secrets of TEDx: Lessons from a Professional Coach & Speaker Beginner
Spring Security Core: Beginner to Guru,Learn how to use Spring Security to Secure Your Spring Framework Applications,Intermediate,4.6,Udemy,Spring Security Core: Beginner to Guru Learn how to use Spring Security to Secure Your Spring Framework Applications All Levels
Presentation Skills : The Complete Guide,"Presentation, public speaking, influence, persuasion, communication, leadership, self-confidence",Intermediate,4.5,Udemy,"Presentation Skills : The Complete Guide Presentation, public speaking, influence, persuasion, communication, leadership, self-confidence All Levels"
Building Web APIs with gRPC - The Complete Guide,"Become an expert in the most exciting web API framework with this practical, hands-on course",Beginner,4.8,Udemy,"Building Web APIs with gRPC - The Complete Guide Become an expert in the most exciting web API framework with this practical, hands-on course Beginner"
SQL Fundamentals for beginners,Learn to interact with databases using SQL,Beginner,4.1,Udemy,SQL Fundamentals for beginners Learn to interact with databases using SQL Beginner
.NET 5 Web API & Entity Framework Crash Course,Build your RESTful web service with .NET 5 Web API from the ground up and use Entity Framework to create your database.,Intermediate,4.5,Udemy,.NET 5 Web API & Entity Framework Crash Course Build your RESTful web service with .NET 5 Web API from the ground up and use Entity Framework to create your database. All Levels
SAP PI Process Integration Consultant Training + Scenarios,AP PI / XI is SAP's middleware technology ( Formerly known as SAP XI or Exchange Infrastructure ).,Intermediate,3.7,Udemy,SAP PI Process Integration Consultant Training + Scenarios AP PI / XI is SAP's middleware technology ( Formerly known as SAP XI or Exchange Infrastructure ). All Levels
AWS Athena Tutorial with Hands on LAB | Serverless Querying,Learn AWS Athena for querying Data lake in S3 without even spinning EC2 instance | Serverless Interactive query system,Beginner,4.4,Udemy,AWS Athena Tutorial with Hands on LAB | Serverless Querying Learn AWS Athena for querying Data lake in S3 without even spinning EC2 instance | Serverless Interactive query system Beginner
Disaster Recovery - IT & Business Continuity Planning (BCP),Business continuity planning for unforeseen disasters impacting on data recovery and operations within your organisation,Beginner,4.5,Udemy,Disaster Recovery - IT & Business Continuity Planning (BCP) Business continuity planning for unforeseen disasters impacting on data recovery and operations within your organisation Beginner
"Become Expert in Tally ERP9, Complete  Advance Course","Learn how to handle complete accounting, inventory, job costing, payroll processing in Tally with easy examples",Intermediate,3.7,Udemy,"Become Expert in Tally ERP9, Complete  Advance Course Learn how to handle complete accounting, inventory, job costing, payroll processing in Tally with easy examples All Levels"
Mastering Visual Studio 2019,Reap the full benefits of Visual Studio 2019 by mastering its advanced topics,Intermediate,4.2,Udemy,Mastering Visual Studio 2019 Reap the full benefits of Visual Studio 2019 by mastering its advanced topics Intermediate
Office 365 modern SharePoint sites for beginners,"SharePoint modern sites explained. All videos are a practical exercise, showing SharePoint features in action.",Beginner,4.3,Udemy,"Office 365 modern SharePoint sites for beginners SharePoint modern sites explained. All videos are a practical exercise, showing SharePoint features in action. Beginner"
Fundamental Course of Microsoft Power Platform (101 Level),"Microsoft Power BI, Power Apps, Power Pages, Power Automate and Power Virtual Agents-Microsoft Power Platform Developer",Intermediate,4.2,Udemy,"Fundamental Course of Microsoft Power Platform (101 Level) Microsoft Power BI, Power Apps, Power Pages, Power Automate and Power Virtual Agents-Microsoft Power Platform Developer All Levels"
Green Jujitsu: Smart Employee Engagement for Sustainability,How to effectively engage employees in environmental sustainability and corporate social responsibility.,Intermediate,4.4,Udemy,Green Jujitsu: Smart Employee Engagement for Sustainability How to effectively engage employees in environmental sustainability and corporate social responsibility. All Levels
Linode: Web Server and Database Foundations,Cloud Computing | Instance Deployment and Config | Apache | NGINX | Database Management Systems (DBMS),Intermediate,4.3,Udemy,Linode: Web Server and Database Foundations Cloud Computing | Instance Deployment and Config | Apache | NGINX | Database Management Systems (DBMS) All Levels
The Ultimate Guide for Land Surveying with Drones - Part 3,Master the use of Ground Control Points (GCPs) to make your UAV mapping projects absolutely survey grade!!,Intermediate,4.2,Udemy,The Ultimate Guide for Land Surveying with Drones - Part 3 Master the use of Ground Control Points (GCPs) to make your UAV mapping projects absolutely survey grade!! All Levels
Politics and Economics of International Energy,"{""(1.7k reviews)""}",Beginner,4.7,Coursera,"Politics and Economics of International Energy {""(1.7k reviews)""} Beginner "
Java Enterprise Edition 8 for Beginners course,"Understand Jakarta EE, JPA, CDI, JAX-RS, REST, JWT, JSON-P and JSON-B and more. Add ""JEE Developer"" to your résumé!",Intermediate,4.1,Udemy,"Java Enterprise Edition 8 for Beginners course Understand Jakarta EE, JPA, CDI, JAX-RS, REST, JWT, JSON-P and JSON-B and more. Add ""JEE Developer"" to your résumé! All Levels"
Getting Started with Data Management,Learn the basics of how organizations deal with data. Analyze data using Python and SQL. Explore Hadoop and Hive.,Beginner,4.5,Udemy,Getting Started with Data Management Learn the basics of how organizations deal with data. Analyze data using Python and SQL. Explore Hadoop and Hive. Beginner
Motivating Your Team: How to keep morale high,"Learn how to improve communication, build trust & accountability, and ensure your teams are highly motivated and engaged",Intermediate,4.3,Udemy,"Motivating Your Team: How to keep morale high Learn how to improve communication, build trust & accountability, and ensure your teams are highly motivated and engaged All Levels"
Professional Certificate in Data Mining & Machine Learning,Learn All the Skills to Become a Data Mining & Machine Learning Scientist [2023] [PYTHON MACHINE LEARNING MASTERCLASS],Intermediate,3.8,Udemy,Professional Certificate in Data Mining & Machine Learning Learn All the Skills to Become a Data Mining & Machine Learning Scientist [2023] [PYTHON MACHINE LEARNING MASTERCLASS] All Levels
Understanding Research Methods,"{"" Planning"","" Writing""}",Intermediate,4.6,Coursera,"Understanding Research Methods {"" Planning"","" Writing""} Mixed "
Unreal Engine 5 Blueprints: Multiplayer RPG Inventory (2023),Create a Multiplayer RPG Inventory System from scratch using Unreal Engine 5 Blueprints,Intermediate,4.8,Udemy,Unreal Engine 5 Blueprints: Multiplayer RPG Inventory (2023) Create a Multiplayer RPG Inventory System from scratch using Unreal Engine 5 Blueprints All Levels
"Motion Design with Figma: Animations, Motion Graphics, UX/UI",Figma like a Pro!  Learn Motion Design on Mobile and Web using modern practices that top designers use + build projects!,Intermediate,4.6,Udemy,"Motion Design with Figma: Animations, Motion Graphics, UX/UI Figma like a Pro!  Learn Motion Design on Mobile and Web using modern practices that top designers use + build projects! All Levels"
SAP S/4HANA Embedded EWM (beginner to guru),Master SAP S/4HANA EWM module with complete SAP Logistics Execution process. Be able to run SAP EWM end to-end scenarios,Intermediate,3.4,Udemy,SAP S/4HANA Embedded EWM (beginner to guru) Master SAP S/4HANA EWM module with complete SAP Logistics Execution process. Be able to run SAP EWM end to-end scenarios All Levels
SketchUp for Woodworkers: bring your designs to life in 3D,Learn professional techniques which make even complex projects easy to model in SketchUp.,Intermediate,4.6,Udemy,SketchUp for Woodworkers: bring your designs to life in 3D Learn professional techniques which make even complex projects easy to model in SketchUp. Intermediate
Learn C++ Programming By Making Games Volume 2,An in depth and practical look at Object Oriented Programming,Intermediate,4.0,Udemy,Learn C++ Programming By Making Games Volume 2 An in depth and practical look at Object Oriented Programming Intermediate
STOCK MARKET ANALYSIS,Learn the basics of stock markets.,Beginner,4.2,Udemy,STOCK MARKET ANALYSIS Learn the basics of stock markets. Beginner
Create a web application with python + Django + PostgreSQL,Build a web application that interacts with a database.,Beginner,4.4,Udemy,Create a web application with python + Django + PostgreSQL Build a web application that interacts with a database. Beginner
"CCNP,CCIE Security SCOR (350-701) Training Part-1/2",Implementing and Operating Cisco Security Core Technologies (SCOR 350-701)  with Step by Step Lab Workbook,Intermediate,4.3,Udemy,"CCNP,CCIE Security SCOR (350-701) Training Part-1/2 Implementing and Operating Cisco Security Core Technologies (SCOR 350-701)  with Step by Step Lab Workbook All Levels"
Up and Running with Concurrency in Go (Golang),"SUPERCHARGE your Go (Golang) code with concurrency: parallelism, golang channels, waitgroups, goroutines and much more",Beginner,4.7,Udemy,"Up and Running with Concurrency in Go (Golang) SUPERCHARGE your Go (Golang) code with concurrency: parallelism, golang channels, waitgroups, goroutines and much more Beginner"
How to Write an Effective Research Paper,Learn how to write award-winning research papers with easy steps. Includes examples and a research paper template.,Intermediate,4.4,Udemy,How to Write an Effective Research Paper Learn how to write award-winning research papers with easy steps. Includes examples and a research paper template. All Levels
YOLOv4 Object Detection Course,How to Implement & Train YOLOv4 for Object Detection,Intermediate,4.3,Udemy,YOLOv4 Object Detection Course How to Implement & Train YOLOv4 for Object Detection All Levels
How to Have Difficult Conversations: Beginner's Guide,Become more confident holding conversations about difficult topics. Learn communication skills and successful mindsets.,Intermediate,4.4,Udemy,How to Have Difficult Conversations: Beginner's Guide Become more confident holding conversations about difficult topics. Learn communication skills and successful mindsets. All Levels
Project Changes and Closing (PMI - PMP),Project Management Professional Certification Program (PMI-PMP),Intermediate,4.9,Udemy,Project Changes and Closing (PMI - PMP) Project Management Professional Certification Program (PMI-PMP) Intermediate
A Beginner's Guide to Numerical Methods in MATLAB,"Learn to select, apply and improve numerical methods.",Beginner,3.9,Udemy,"A Beginner's Guide to Numerical Methods in MATLAB Learn to select, apply and improve numerical methods. Beginner"
Learn the Advanced Professional Python Programming,Learn to make Real time Advance Level Applications using Advance Level Concepts in Python,Advanced,4.0,Udemy,Learn the Advanced Professional Python Programming Learn to make Real time Advance Level Applications using Advance Level Concepts in Python Expert
Motivation Coaching Certification GRCMC Motivation Coaching,Motivation Coaching Practitioner Course Graduates Ready-To-Work Prepared Professionals Using GRCMC Motivation Coaching,Intermediate,4.4,Udemy,Motivation Coaching Certification GRCMC Motivation Coaching Motivation Coaching Practitioner Course Graduates Ready-To-Work Prepared Professionals Using GRCMC Motivation Coaching All Levels
"OK, Umbraco",Create a full website using Umbraco CMS - the journey from paper to published,Intermediate,4.6,Udemy,"OK, Umbraco Create a full website using Umbraco CMS - the journey from paper to published Intermediate"
The Modern Javascript Bootcamp Course (2022),The most up-to-date JS resource online! Master Javascript by building a beautiful portfolio of projects!,Intermediate,4.7,Udemy,The Modern Javascript Bootcamp Course (2022) The most up-to-date JS resource online! Master Javascript by building a beautiful portfolio of projects! All Levels
PHP Development with the Laravel Framework,Create an authorization system with the Laravel 4 PHP framework.,Intermediate,3.9,Udemy,PHP Development with the Laravel Framework Create an authorization system with the Laravel 4 PHP framework. All Levels
Edición de vídeo ypostproducción conDaVinci Resolve. Básico,"Audio Editing Software, Post-Production, Audio Editing, Written Composition, Animations, DaVinci Resolve (Video Editing Software), Creativity, Color Correction, Computing Platforms, Audio Mixing, Tutorials, Visual Effects, Video Editing, Sound Effects",Beginner,0.0,edX,"Edición de vídeo ypostproducción conDaVinci Resolve. Básico Audio Editing Software, Post-Production, Audio Editing, Written Composition, Animations, DaVinci Resolve (Video Editing Software), Creativity, Color Correction, Computing Platforms, Audio Mixing, Tutorials, Visual Effects, Video Editing, Sound Effects Introductory"
Young Adult Fiction Writing Workshop,Turn your idea into a published novel in today's hottest genre.,Intermediate,4.3,Udemy,Young Adult Fiction Writing Workshop Turn your idea into a published novel in today's hottest genre. All Levels
Six Sigma: Certified Lean Six Sigma Green Belt | Accredited,Accredited Lean Six Sigma Green Belt training and certification | 100k+ Lean Six Sigma certifications | Earn Credits,Intermediate,4.6,Udemy,Six Sigma: Certified Lean Six Sigma Green Belt | Accredited Accredited Lean Six Sigma Green Belt training and certification | 100k+ Lean Six Sigma certifications | Earn Credits All Levels
Cryptocurrency Masterclass: From Beginner to Expert Trader,"Exclusive Guide on Buying,Selling & Mining Cryptocurrencies, Created by a Daily Investor",Beginner,4.7,Udemy,"Cryptocurrency Masterclass: From Beginner to Expert Trader Exclusive Guide on Buying,Selling & Mining Cryptocurrencies, Created by a Daily Investor Beginner"
Learn Java From Scratch,Introductory Java taught in a concise and easy to understand manner.,Intermediate,4.0,Udemy,Learn Java From Scratch Introductory Java taught in a concise and easy to understand manner. All Levels
Innovating in Health Care,"Public Policies, Business Modeling, Innovation, Investments, Technical Management, Accountability, Consulting",Intermediate,0.0,edX,"Innovating in Health Care Public Policies, Business Modeling, Innovation, Investments, Technical Management, Accountability, Consulting Intermediate"
Microsoft Excel - Excel from Beginner to Advanced level,"Improve your Excel skills, boost your career. Master Microsoft Excel worksheets, functions, formulas & many more.",Intermediate,4.4,Udemy,"Microsoft Excel - Excel from Beginner to Advanced level Improve your Excel skills, boost your career. Master Microsoft Excel worksheets, functions, formulas & many more. All Levels"
Learn C sharp in 1 hour,Learn how to program in C# in 1 hour! C# is used in a variety of places. Learn the secrets in this course!,Beginner,4.8,Udemy,Learn C sharp in 1 hour Learn how to program in C# in 1 hour! C# is used in a variety of places. Learn the secrets in this course! Beginner
The Complete Wi-Fi Hacking Course: Beginner to Advanced 2019,"Hack any Wifi Network, break every type of encryptions, bypass all security layers. Master the skills of WiFi hacking.",Intermediate,3.2,Udemy,"The Complete Wi-Fi Hacking Course: Beginner to Advanced 2019 Hack any Wifi Network, break every type of encryptions, bypass all security layers. Master the skills of WiFi hacking. All Levels"
PHP: Complete Login and Registration System with PHP & MYSQL,Build a Complete & Secure PHP Login and Registration System with PHP and MySQL - Email Activation and lots more,Intermediate,4.7,Udemy,PHP: Complete Login and Registration System with PHP & MYSQL Build a Complete & Secure PHP Login and Registration System with PHP and MySQL - Email Activation and lots more All Levels
Java Generics In-Depth,"Master Generics and gain a deep understanding of how to use, read and apply Generics in Java.",Intermediate,4.7,Udemy,"Java Generics In-Depth Master Generics and gain a deep understanding of how to use, read and apply Generics in Java. Intermediate"
Google AdWords Certification - Become Certified & Earn More!,"Become Google AdWords / Ads Certified to Land a Job, Get Promoted or Start a Whole New Career!",Intermediate,4.4,Udemy,"Google AdWords Certification - Become Certified & Earn More! Become Google AdWords / Ads Certified to Land a Job, Get Promoted or Start a Whole New Career! All Levels"
ChatGPT for Non-Programmers:  Build Python Apps with ChatGPT,Learn how to use ChatGPT to generate and run Python programs and automate computer tasks with zero coding skills.,Beginner,4.4,Udemy,ChatGPT for Non-Programmers:  Build Python Apps with ChatGPT Learn how to use ChatGPT to generate and run Python programs and automate computer tasks with zero coding skills. Beginner
IBM Project Manager,"{"" Software Engineering"","" Agile Software Development"","" Scrum (Software Development)"","" Business Analysis"","" Communication"","" Leadership and Management"","" Project Management"","" Risk Management""}",Beginner,4.8,Coursera,"IBM Project Manager {"" Software Engineering"","" Agile Software Development"","" Scrum (Software Development)"","" Business Analysis"","" Communication"","" Leadership and Management"","" Project Management"","" Risk Management""} Beginner "
The 7 Step Business Plan That Writes Itself,The Essential Guide to Writing a Business Plan for the Creative Entrepreneur,Intermediate,4.2,Udemy,The 7 Step Business Plan That Writes Itself The Essential Guide to Writing a Business Plan for the Creative Entrepreneur All Levels
Bagger Profit 118% performance Forex ALGO with no indicator,"Proven ALGO since 2012, Profit 118% annually through Forex Trading in the easiest way without indicators with ALGO style",Intermediate,3.7,Udemy,"Bagger Profit 118% performance Forex ALGO with no indicator Proven ALGO since 2012, Profit 118% annually through Forex Trading in the easiest way without indicators with ALGO style All Levels"
WordPress Site Super Easy Crash Course for Beginners,It's Super Easy,Beginner,4.8,Udemy,WordPress Site Super Easy Crash Course for Beginners It's Super Easy Beginner
Unity 2D Platformer Game Development Course,"Learn how to utilize the Unity asset store to learn how to create, and to create stunning 2D games!",Beginner,4.1,Udemy,"Unity 2D Platformer Game Development Course Learn how to utilize the Unity asset store to learn how to create, and to create stunning 2D games! Beginner"
Cisco  CCNA & NEW CCENT / ICND1 (100-105) Labs & More!,These Labs will prepare the student to practice and pass the simulations part of Cisco's new CCENT o ICND1 certification,Intermediate,4.8,Udemy,Cisco  CCNA & NEW CCENT / ICND1 (100-105) Labs & More! These Labs will prepare the student to practice and pass the simulations part of Cisco's new CCENT o ICND1 certification All Levels
European Sculptural Facial Massage Certificate Course (2023),Learn the most effective facial massage (known as non-surgical face lift). Master 6 face massage techniques in 1 course.,Intermediate,4.5,Udemy,European Sculptural Facial Massage Certificate Course (2023) Learn the most effective facial massage (known as non-surgical face lift). Master 6 face massage techniques in 1 course. All Levels
Dare to Lead: How to Become a Next Generation Leader,"Become a Next Generation Leader, Achieve More and Create Impact",Intermediate,4.0,Udemy,"Dare to Lead: How to Become a Next Generation Leader Become a Next Generation Leader, Achieve More and Create Impact All Levels"
Learn Entity Framework Core 2.0 (EFC2) using ASP.Net Core,This course will give you a low level understanding of Entity Framework Core 2 & how to use it ASP.Net Core.,Intermediate,4.1,Udemy,Learn Entity Framework Core 2.0 (EFC2) using ASP.Net Core This course will give you a low level understanding of Entity Framework Core 2 & how to use it ASP.Net Core. All Levels
Success: How to Set and Achieve Goals,"How to create and accomplish exciting goals for your career, your health, and your life",Intermediate,4.6,Udemy,"Success: How to Set and Achieve Goals How to create and accomplish exciting goals for your career, your health, and your life All Levels"
Java Course for Complete Beginners with Practical Examples,Learn Java programming through examples for absolute beginner ! Become a Java Developer and obtain core Java skills!,Beginner,4.5,Udemy,Java Course for Complete Beginners with Practical Examples Learn Java programming through examples for absolute beginner ! Become a Java Developer and obtain core Java skills! Beginner
Fingerstyle Guitar STEP BY STEP: Learn Songs & Arrangements,Learn To Play Fingerstyle Guitar! A practical learning method with REAL well-known songs and arrangements,Intermediate,4.7,Udemy,Fingerstyle Guitar STEP BY STEP: Learn Songs & Arrangements Learn To Play Fingerstyle Guitar! A practical learning method with REAL well-known songs and arrangements All Levels
Artificial Intelligence Bootcamp in R Programming,Practical Neural Networks and Deep Learning in R,Intermediate,3.2,Udemy,Artificial Intelligence Bootcamp in R Programming Practical Neural Networks and Deep Learning in R Intermediate
The Ultimate MySQL Bootcamp: Go from SQL Beginner to Expert,"JUST COMPLETELY REDONE!  Master SQL, Work With Complex Databases, Build Reports, and More!",Beginner,4.7,Udemy,"The Ultimate MySQL Bootcamp: Go from SQL Beginner to Expert JUST COMPLETELY REDONE!  Master SQL, Work With Complex Databases, Build Reports, and More! Beginner"
Program a Media-Player in C#,Create a video and audio-player using C# and the Windows Presentation Foundation (WPF),Intermediate,4.7,Udemy,Program a Media-Player in C# Create a video and audio-player using C# and the Windows Presentation Foundation (WPF) Intermediate
Python Programmer's Ultimate Guide | Zero to Hero,"Python Tutorial with real world use cases, exercises / assignments, interview questions, OOP | 20 Exercises | Bootcamp",Beginner,4.8,Udemy,"Python Programmer's Ultimate Guide | Zero to Hero Python Tutorial with real world use cases, exercises / assignments, interview questions, OOP | 20 Exercises | Bootcamp Beginner"
Programming with Python,"Python is a powerful and versatile programming language used in a variety of applications including web, desktop, & more",Intermediate,4.7,Udemy,"Programming with Python Python is a powerful and versatile programming language used in a variety of applications including web, desktop, & more All Levels"
Learn Unity Games Engine & C# By Creating A VR Space Shooter,A beginners guide to Unity focusing on making a virtual reality game for the worlds leading headset. ***UPDATED 2022!***,Beginner,4.7,Udemy,Learn Unity Games Engine & C# By Creating A VR Space Shooter A beginners guide to Unity focusing on making a virtual reality game for the worlds leading headset. ***UPDATED 2022!*** Beginner
Production for Management Consultants and Business Analysts,Practical guide on how to improve production and operations in a firm and analyze potential savings in Excel,Intermediate,4.6,Udemy,Production for Management Consultants and Business Analysts Practical guide on how to improve production and operations in a firm and analyze potential savings in Excel Intermediate
Music Education for Teachers,"{"" Writing""}",Intermediate,4.8,Coursera,"Music Education for Teachers {"" Writing""} Intermediate "
How to Trade the Forex Weekend GAP like a Pro,Learn how to trade one of the easiest and profitable Forex trades with confidence and reduced risk.,Intermediate,4.2,Udemy,How to Trade the Forex Weekend GAP like a Pro Learn how to trade one of the easiest and profitable Forex trades with confidence and reduced risk. Intermediate
Learn Web Designing & HTML5/CSS3 Essentials in 4-Hours,Convert Photoshop Designs into Stunning HTML5 & CSS3 websites with confidence. Absolutely no prior experience necessary!,Intermediate,4.3,Udemy,Learn Web Designing & HTML5/CSS3 Essentials in 4-Hours Convert Photoshop Designs into Stunning HTML5 & CSS3 websites with confidence. Absolutely no prior experience necessary! All Levels
Coding Interview Bootcamp,Comprehensive and easy to follow guide in preparing for your upcoming coding interview,Intermediate,3.9,Udemy,Coding Interview Bootcamp Comprehensive and easy to follow guide in preparing for your upcoming coding interview Intermediate
Reinforcement Learning: AI Flight with Unity ML-Agents,Teach airplanes to fly with Unity's Reinforcement Learning platform,Intermediate,4.7,Udemy,Reinforcement Learning: AI Flight with Unity ML-Agents Teach airplanes to fly with Unity's Reinforcement Learning platform Intermediate
"MERN Stack Job Portal App : React ,Redux ,Node ,Mongo 2021","Build a Complete MERN Stack Job Portal application from scratch with React , Node , Express",Beginner,4.3,Udemy,"MERN Stack Job Portal App : React ,Redux ,Node ,Mongo 2021 Build a Complete MERN Stack Job Portal application from scratch with React , Node , Express Beginner"
200 Hours Yoga Teacher Training - Part 2 (Yoga Alliance),Part 2 of our Internationally Accredited Certification Course by Yoga Alliance,Intermediate,4.8,Udemy,200 Hours Yoga Teacher Training - Part 2 (Yoga Alliance) Part 2 of our Internationally Accredited Certification Course by Yoga Alliance All Levels
Cinematic Color Grading: Making Your Videos Come Alive,Learn how to take your footage to the next level using professional color correct and grading techniques.,Intermediate,4.4,Udemy,Cinematic Color Grading: Making Your Videos Come Alive Learn how to take your footage to the next level using professional color correct and grading techniques. All Levels
Sales Analysis for Management Consultants,"A practical guide on how to improve sales and marketing of your customers during consulting projects like McKinsey, BCG,",Intermediate,4.4,Udemy,"Sales Analysis for Management Consultants A practical guide on how to improve sales and marketing of your customers during consulting projects like McKinsey, BCG, Intermediate"
Preparing for Google Cloud Certification: Cloud Engineer,"{"" Cloud Computing"","" Google Cloud Platform"","" Cloud Platforms"","" Cloud Applications"","" Cloud Engineering"","" Cloud Storage"","" Cloud Infrastructure"","" Cloud Management"","" Computer Networking"","" Cloud Standards"","" Cloud-Based Integration"","" Computer Architecture"","" Google App Engine"","" Other Cloud Platforms and Tools"","" DevOps"","" Computer Programming Tools"","" Kubernetes"","" Network Architecture"","" Computer Programming"","" Billing & Invoicing"","" Leadership and Management""}",Intermediate,4.7,Coursera,"Preparing for Google Cloud Certification: Cloud Engineer {"" Cloud Computing"","" Google Cloud Platform"","" Cloud Platforms"","" Cloud Applications"","" Cloud Engineering"","" Cloud Storage"","" Cloud Infrastructure"","" Cloud Management"","" Computer Networking"","" Cloud Standards"","" Cloud-Based Integration"","" Computer Architecture"","" Google App Engine"","" Other Cloud Platforms and Tools"","" DevOps"","" Computer Programming Tools"","" Kubernetes"","" Network Architecture"","" Computer Programming"","" Billing & Invoicing"","" Leadership and Management""} Intermediate "
Power Pivot Workshop Advanced,"Improve your Power Pivot skills to master level, learning advanced DAX functions and data modeling techniques.",Advanced,4.6,Udemy,"Power Pivot Workshop Advanced Improve your Power Pivot skills to master level, learning advanced DAX functions and data modeling techniques. Expert"
C Programming On Windows For Beginners,Master C Programming On Windows Taught By A Professional Designed For Beginners,Intermediate,4.5,Udemy,C Programming On Windows For Beginners Master C Programming On Windows Taught By A Professional Designed For Beginners All Levels
Drone Photography For Real Estate,"Discover the secrets to starting a highly profitable real estate drone business. Taking Photos, Editing, Delivery etc.",Intermediate,4.4,Udemy,"Drone Photography For Real Estate Discover the secrets to starting a highly profitable real estate drone business. Taking Photos, Editing, Delivery etc. All Levels"
